,imgUrl,labels,score,likeCount,commentCount,caption,normalizedLikeCount,normalizedCommentCount,engagementScore,engagement
41,https://www.instagram.com/p/Cka4kCYNs5F/media/?size=l,"['Sky', 'Plant', 'Tree', 'Social group', 'Happy', 'Fun', 'Leisure', 'Crowd', 'Entertainment', 'Event']","[0.965709388256073, 0.8843681216239929, 0.8371814489364624, 0.8286838531494141, 0.8206034898757935, 0.8184201121330261, 0.8115586042404175, 0.7997978329658508, 0.7683396935462952, 0.7505689263343811]",72051,494,,0.07518391368317803,0.010249387941408358,0.036223198238116226,0
42,https://www.instagram.com/p/Cka4kCYNs5F/media/?size=l,"['Sky', 'Plant', 'Tree', 'Social group', 'Happy', 'Fun', 'Leisure', 'Crowd', 'Entertainment', 'Event']","[0.965709388256073, 0.8843681216239929, 0.8371814489364624, 0.8286838531494141, 0.8206034898757935, 0.8184201121330261, 0.8115586042404175, 0.7997978329658508, 0.7683396935462952, 0.7505689263343811]",72051,494,,0.07518391368317803,0.010249387941408358,0.036223198238116226,0
43,https://www.instagram.com/p/Cka4kCYNs5F/media/?size=l,"['Sky', 'Plant', 'Tree', 'Social group', 'Happy', 'Fun', 'Leisure', 'Crowd', 'Entertainment', 'Event']","[0.965709388256073, 0.8843681216239929, 0.8371814489364624, 0.8286838531494141, 0.8206034898757935, 0.8184201121330261, 0.8115586042404175, 0.7997978329658508, 0.7683396935462952, 0.7505689263343811]",72051,494,,0.07518391368317803,0.010249387941408358,0.036223198238116226,0
44,https://www.instagram.com/p/CkYk7drNwbf/media/?size=l,"['Snow', 'Slope', 'Freezing', 'Ice cap', 'Flash photography', 'Sky', 'Landscape', 'Glacial landform', 'Geological phenomenon', 'Polar ice cap']","[0.910264790058136, 0.864858865737915, 0.8404088616371155, 0.8393582105636597, 0.8109471797943115, 0.8043943047523499, 0.7922706604003906, 0.7867781519889832, 0.7717950344085693, 0.7711595892906189]",68939,454,"Photo by National Geographic on October 31, 2022. May be an image of 1 person and outdoors.",0.07193659804034101,0.00941947798663845,0.03442632600811948,0
45,https://www.instagram.com/p/CkWidfFORx9/media/?size=l,"['Plant', 'Flower', 'Candle', 'Font', 'Adaptation', 'Religious item', 'Event', 'Tradition', 'Happy', 'Art']","[0.9504398703575134, 0.8996147513389587, 0.8212341666221619, 0.792614758014679, 0.7920987010002136, 0.7838914394378662, 0.737427830696106, 0.7280354499816895, 0.7193782925605774, 0.7158405184745789]",100369,572,"Photo by National Geographic on October 30, 2022. May be an image of one or more people and text that says '09 How the humble marigold became a global icon, from Mexico to India'.",0.10473323385472645,0.011867712353209678,0.04901392095381639,0
46,https://www.instagram.com/p/CkWAI8MN5GL/media/?size=l,"['Cloud', 'Sky', 'Ecoregion', 'Natural landscape', 'Carnivore', 'Fawn', 'Terrestrial animal', 'Plain', 'Afterglow', 'Landscape']","[0.9627196192741394, 0.9577533006668091, 0.9228053689002991, 0.8610695004463196, 0.8400610685348511, 0.8156629204750061, 0.8059911727905273, 0.78842693567276, 0.7819697856903076, 0.7798742055892944]",157551,590,"Photo by National Geographic on October 30, 2022. May be an image of big cat and nature.",0.1644016153099663,0.012241171832856135,0.0731053492237002,1
47,https://www.instagram.com/p/CkVu-K-uLNi/media/?size=l,"['Sky', 'Plant', 'Cloud', 'City', 'Dusk', 'Event', 'Propeller', 'Leisure', 'Tree', 'Electric blue']","[0.9612364768981934, 0.9430937170982361, 0.9121115207672119, 0.7770471572875977, 0.7180388569831848, 0.6915664672851562, 0.6909025311470032, 0.6860972046852112, 0.6788175106048584, 0.6754453778266907]",86014,448,,0.08975405131843937,0.009294991493422963,0.041478615423429524,0
48,https://www.instagram.com/p/CkVu-K-uLNi/media/?size=l,"['Sky', 'Plant', 'Cloud', 'City', 'Dusk', 'Event', 'Propeller', 'Leisure', 'Tree', 'Electric blue']","[0.9612364768981934, 0.9430937170982361, 0.9121115207672119, 0.7770471572875977, 0.7180388569831848, 0.6915664672851562, 0.6909025311470032, 0.6860972046852112, 0.6788175106048584, 0.6754453778266907]",86014,448,,0.08975405131843937,0.009294991493422963,0.041478615423429524,0
49,https://www.instagram.com/p/CkT9qxlOvL0/media/?size=l,"['Table', 'Wood', 'Hat', 'Window', 'Event', 'Building', 'Art', 'Leisure', 'Fun', 'Conversation']","[0.9478684663772583, 0.7980251908302307, 0.7702392339706421, 0.74776291847229, 0.7220855355262756, 0.7217950224876404, 0.6945512890815735, 0.6775758266448975, 0.6705852746963501, 0.6602175235748291]",81300,506,"Photo by National Geographic on October 29, 2022. May be an image of 1 person, standing and indoor.",0.08483507768722674,0.01049836092783933,0.0402330476315943,0
50,https://www.instagram.com/p/CkTbWPiNLIi/media/?size=l,"['Cloud', 'Water', 'Sky', 'Water resources', 'Nature', 'Natural landscape', 'Plant', 'Coastal and oceanic landforms', 'Tree', 'Watercourse']","[0.9772377610206604, 0.9771289825439453, 0.9734333157539368, 0.9463688135147095, 0.8997039794921875, 0.8719924688339233, 0.8524363040924072, 0.8455672860145569, 0.8398825526237488, 0.8360368013381958]",87774,514,,0.09159057944549372,0.01066434291879331,0.04303483752947348,0
